Threshold	Race Precision	Sex Precision	Tumor Stage Precision
0.1	                         0.5364768683274022	                         0.9437103594080338	                         0.4006514657980456
0.2	                         0.8497790868924889	                         0.9956483899042646	                         0.6017699115044248
0.3	                         0.969258589511754	                         0.9985105749180816	                         0.713953488372093
0.4	                         0.9784313725490196	                         0.9996969696969698	                         0.7549019607843137
0.5	                         0.9830508474576272	                         0.9996937212863706	                         0.8523206751054853
0.6	                         0.9861751152073732	                         0.9996932515337423	                         0.8742857142857143
0.7	                         0.9846153846153847	                         0.9996922129886119	                         0.8771929824561403
0.8	                         1.0	                         0.9996894409937889	                         0.9464285714285714
0.9	                         1.0	                         0.9996852376455776	                         1.0
